#    L    TT             EE             BB             TE          
   223    0.58325E-02    0.45405E-04    0.42709E-04   -0.24086E-04
   224    0.58729E-02    0.45725E-04    0.43028E-04   -0.26896E-04
   225    0.59115E-02    0.46052E-04    0.43347E-04   -0.29705E-04
   226    0.59482E-02    0.46384E-04    0.43666E-04   -0.32505E-04
   227    0.59829E-02    0.46723E-04    0.43986E-04   -0.35290E-04
   228    0.60158E-02    0.47068E-04    0.44306E-04   -0.38055E-04
   229    0.60466E-02    0.47419E-04    0.44627E-04   -0.40791E-04
   230    0.60755E-02    0.47776E-04    0.44947E-04   -0.43494E-04
   231    0.61023E-02    0.48139E-04    0.45267E-04   -0.46157E-04
   232    0.61271E-02    0.48508E-04    0.45587E-04   -0.48774E-04
   233    0.61497E-02    0.48883E-04    0.45906E-04   -0.51338E-04
   234    0.61703E-02    0.49264E-04    0.46225E-04   -0.53843E-04
   235    0.61887E-02    0.49651E-04    0.46542E-04   -0.56283E-04
   236    0.62049E-02    0.50043E-04    0.46860E-04   -0.58651E-04
   237    0.62190E-02    0.50442E-04    0.47176E-04   -0.60942E-04
   238    0.62307E-02    0.50846E-04    0.47491E-04   -0.63148E-04
   239    0.62403E-02    0.51256E-04    0.47804E-04   -0.65264E-04
   240    0.62475E-02    0.51672E-04    0.48116E-04   -0.67284E-04
   241    0.62524E-02    0.52094E-04    0.48427E-04   -0.69200E-04
   242    0.62549E-02    0.52521E-04    0.48736E-04   -0.71007E-04
   243    0.62551E-02    0.52954E-04    0.49043E-04   -0.72699E-04
   244    0.62528E-02    0.53392E-04    0.49348E-04   -0.74268E-04
   245    0.62481E-02    0.53836E-04    0.49651E-04   -0.75710E-04
   246    0.62409E-02    0.54286E-04    0.49952E-04   -0.77017E-04
   247    0.62312E-02    0.54741E-04    0.50250E-04   -0.78183E-04
   248    0.62189E-02    0.55202E-04    0.50546E-04   -0.79202E-04
   249    0.62042E-02    0.55668E-04    0.50838E-04   -0.80068E-04
   250    0.61868E-02    0.56140E-04    0.51129E-04   -0.80774E-04
   251    0.61668E-02    0.56617E-04    0.51416E-04   -0.81315E-04
   252    0.61443E-02    0.57100E-04    0.51700E-04   -0.81693E-04
   253    0.61194E-02    0.57587E-04    0.51981E-04   -0.81910E-04
   254    0.60922E-02    0.58078E-04    0.52260E-04   -0.81969E-04
   255    0.60629E-02    0.58573E-04    0.52536E-04   -0.81872E-04
   256    0.60315E-02    0.59072E-04    0.52808E-04   -0.81621E-04
   257    0.59983E-02    0.59574E-04    0.53078E-04   -0.81218E-04
   258    0.59632E-02    0.60078E-04    0.53345E-04   -0.80668E-04
   259    0.59264E-02    0.60585E-04    0.53610E-04   -0.79971E-04
   260    0.58881E-02    0.61095E-04    0.53871E-04   -0.79131E-04
   261    0.58484E-02    0.61605E-04    0.54130E-04   -0.78149E-04
   262    0.58073E-02    0.62117E-04    0.54386E-04   -0.77029E-04
   263    0.57650E-02    0.62630E-04    0.54640E-04   -0.75773E-04
   264    0.57216E-02    0.63144E-04    0.54891E-04   -0.74383E-04
   265    0.56772E-02    0.63657E-04    0.55139E-04   -0.72862E-04
   266    0.56320E-02    0.64170E-04    0.55385E-04   -0.71212E-04
   267    0.55860E-02    0.64683E-04    0.55628E-04   -0.69436E-04
   268    0.55394E-02    0.65195E-04    0.55868E-04   -0.67536E-04
   269    0.54923E-02    0.65705E-04    0.56106E-04   -0.65515E-04
   270    0.54448E-02    0.66213E-04    0.56342E-04   -0.63375E-04
   271    0.53971E-02    0.66719E-04    0.56575E-04   -0.61119E-04
   272    0.53492E-02    0.67223E-04    0.56805E-04   -0.58749E-04
   273    0.53012E-02    0.67724E-04    0.57033E-04   -0.56267E-04
   274    0.52534E-02    0.68221E-04    0.57259E-04   -0.53677E-04
   275    0.52057E-02    0.68715E-04    0.57483E-04   -0.50981E-04
   276    0.51584E-02    0.69205E-04    0.57704E-04   -0.48180E-04
   277    0.51115E-02    0.69690E-04    0.57922E-04   -0.45279E-04
   278    0.50652E-02    0.70171E-04    0.58139E-04   -0.42278E-04
   279    0.50196E-02    0.70646E-04    0.58353E-04   -0.39181E-04
   280    0.49747E-02    0.71116E-04    0.58565E-04   -0.35990E-04
   281    0.49308E-02    0.71579E-04    0.58775E-04   -0.32707E-04
   282    0.48879E-02    0.72037E-04    0.58982E-04   -0.29335E-04
   283    0.48461E-02    0.72487E-04    0.59188E-04   -0.25877E-04
   284    0.48056E-02    0.72931E-04    0.59391E-04   -0.22335E-04
   285    0.47665E-02    0.73367E-04    0.59592E-04   -0.18712E-04
   286    0.47288E-02    0.73795E-04    0.59791E-04   -0.15009E-04
   287    0.46928E-02    0.74215E-04    0.59988E-04   -0.11230E-04
   288    0.46586E-02    0.74626E-04    0.60183E-04   -0.73765E-05
   289    0.46261E-02    0.75028E-04    0.60376E-04   -0.34516E-05
   290    0.45957E-02    0.75421E-04    0.60566E-04    0.54244E-06
   291    0.45673E-02    0.75804E-04    0.60755E-04    0.46031E-05
   292    0.45412E-02    0.76177E-04    0.60942E-04    0.87279E-05
   293    0.45174E-02    0.76540E-04    0.61127E-04    0.12914E-04
   294    0.44960E-02    0.76891E-04    0.61310E-04    0.17160E-04
